,ID,Nacionality,Gender,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
17,3ac49c7d-0e7f-44b6-b6a2-3d248d0595e6,Portuguese,Female,1,8,2,12,1,1,13,1,6,5,1,0,0,1,0,18,0,0,7,8,7,13.30625,0,0,8,8,8,14.545,0,15.5,2.8,-4.06,Graduate
18,3af67509-9391-4ab6-8582-638379168eca,Portuguese,Female,1,1,1,8,1,1,3,14,4,6,1,0,0,1,0,20,0,0,5,8,4,12.5,1,0,5,8,4,12.25,2,10.8,1.4,1.74,Graduate
19,3b14a36a-3027-41fd-896e-7a34300a1601,Portuguese,Female,1,1,1,16,1,1,13,14,8,8,1,0,0,1,0,18,,0,7,7,6,11.66666667,0,0,7,8,6,13.5,0,16.2,0.3,-0.92,Enrolled
20,3b2a509f-f300-4627-be79-0a69d3d6d630,Portuguese,Female,1,1,3,2,1,1,1,1,10,9,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
21,3b35b0f2-039b-49db-a800-4cb693009a42,Portuguese,Female,1,9,4,13,1,1,1,28,5,8,1,0,0,1,0,,0,0,7,14,7,11.4375,0,0,8,9,8,11.425,0,12.7,3.7,,Enrolled
22,3bbc26c0-f0bd-4914-a6e5-b26ca2d435b0,Portuguese,Female,1,1,4,12,1,1,13,14,2,2,1,0,0,1,0,18,0,0,8,12,7,12.85714286,0,0,8,12,7,12.85714286,0,12.7,3.7,-1.7,Graduate
23,3bcc8c71-9797-4290-b55c-21bca58be26c,Portuguese,Female,1,1,4,14,1,1,1,28,5,8,1,0,0,1,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.28571429,0,11.1,0.6,2.02,Graduate
24,3bf60325-916d-4974-8c0c-d562d9369fbe,Portuguese,Female,1,1,1,12,1,1,13,14,4,8,0,0,0,1,0,19,0,0,7,8,6,13.29666667,0,0,8,9,7,14.11428571,0,11.1,0.6,2.02,Graduate
25,3bfcef18-a691-421e-bd59-dd9fdea8fc22,Portuguese,Female,1,1,1,10,1,1,13,28,10,10,1,0,1,1,1,18,0,0,6,8,5,,0,0,6,12,4,11,0,7.6,2.6,0.32,Enrolled
26,3c24e8e6-291f-4f73-b7fd-875881e79fa3,Portuguese,Female,1,8,2,10,1,1,13,28,8,9,1,0,0,1,0,21,0,0,6,9,6,11.375,0,0,6,9,6,13.28571429,0,16.2,0.3,-0.92,Graduate
27,3c40c5df-7ba0-4f97-8e80-bf06fc004f8e,Portuguese,Female,1,1,1,6,1,1,13,14,4,4,1,0,0,1,0,18,0,0,5,9,5,12.66666667,2,0,5,7,4,13,0,9.4,-0.8,-3.12,Enrolled
28,3cc8eaae-e986-4dd7-890d-a5c604ad010a,Portuguese,Female,1,1,1,9,1,1,13,1,10,10,1,0,0,1,0,20,0,0,5,6,5,12,0,0,5,6,5,12.33333333,0,16.2,0.3,-0.92,Graduate
29,3d10cab7-0969-433b-943f-4de8c2aa04c6,Portuguese,Male,1,8,2,12,1,1,3,3,2,11,1,0,0,1,0,19,0,0,7,9,6,12.93333333,0,0,7,7,6,13.71666667,0,16.2,0.3,-0.92,Enrolled
30,3d1ea7ff-2444-4c71-a68b-b97e797961d3,Portuguese,Male,1,15,1,4,1,14,4,5,5,3,0,0,0,1,0,21,0,0,6,15,5,11.85714286,0,0,6,17,5,10.57142857,0,16.2,0.3,-0.92,Enrolled
31,3d2e7c84-5946-4262-89a7-eb94c63ddfd5,Portuguese,Male,1,16,1,5,1,1,27,3,16,22,1,0,0,1,0,20,0,2,6,7,6,12.83333333,0,0,6,9,4,13.4,0,8.9,1.4,3.51,Graduate
32,3d49fe91-cb69-45f2-814c-e61226e80bba,Portuguese,Male,1,1,1,9,1,1,1,1,5,7,0,0,0,0,0,18,0,0,5,9,3,11.33333333,0,0,5,8,2,13.5,0,8.9,1.4,3.51,Enrolled
33,3d4d2162-35fd-4602-b1a5-ce799d036948,Portuguese,Female,1,9,1,3,0,1,13,1,10,6,1,0,0,1,0,19,0,0,6,6,6,12.66666667,0,0,6,8,6,14.375,0,12.4,0.5,1.79,Graduate
34,3d8c53af-a7f6-4644-bfdf-40a3ac31db1f,Portuguese,Male,1,1,,17,0,1,2,27,4,10,0,0,0,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.42857143,0,13.9,-0.3,0.79,Graduate
35,3dc11d1c-cae9-4079-b3b7-b86db47fb0e0,Portuguese,Male,1,12,1,1,1,1,23,27,10,7,0,0,,0,0,37,0,0,7,7,0,0,0,0,7,7,1,10,0,8.9,1.4,3.51,Dropout
36,3de73364-078d-4da7-96c9-8f0da322c98a,Portuguese,Male,1,12,1,7,1,8,19,27,1,1,,0,0,1,0,43,0,0,,0,0,0,0,0,5,0,0,0,0,7.6,,0.32,Dropout
37,3e434bbc-741b-4763-b9a0-3df6be513364,,Female,1,14,1,9,1,1,22,27,7,7,0,0,0,1,0,55,0,0,5,10,1,10,0,0,5,8,2,12,2,16.2,0.3,-0.92,Dropout
38,3e47282d-556b-4a3d-a4f7-fa13b025508f,Portuguese,Female,4,12,1,17,0,1,13,14,10,4,1,0,0,1,0,39,0,0,5,8,5,11,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate
39,3e5f47d3-5864-4094-a0d9-358dbdd391a0,Spanish,Female,1,15,1,8,1,14,4,4,4,7,0,0,1,0,0,20,1,2,6,13,3,,0,1,6,11,3,12,0,12.4,0.5,1.79,Dropout
40,3e79b11f-c3ed-4479-b89a-7badc2859b20,Portuguese,Female,1,1,5,15,1,1,3,3,3,3,0,0,1,1,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
41,3e8bbf28-59eb-4af3-a72b-894adb7e3883,Portuguese,Female,1,1,,9,1,1,3,14,3,8,1,0,0,1,0,,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,Graduate
42,3ea66335-ca73-4d43-bea0-f9f0011e40fb,Portuguese,Female,1,1,6,12,1,1,1,3,3,3,1,1,0,1,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.34285714,0,11.1,0.6,2.02,Graduate
43,3eb7d4ef-7e6c-47f3-826e-671f5f02b13e,Portuguese,Female,1,8,1,15,1,1,1,28,6,6,0,0,0,0,0,20,0,0,6,7,4,13,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Dropout
44,3eed7db8-87cc-443f-9dc0-9e63a24f8359,Portuguese,Female,1,12,1,17,0,1,,27,10,10,0,0,0,1,0,29,0,0,5,0,0,0,0,0,5,0,0,0,0,16.2,0.3,-0.92,Dropout
45,3f15d918-f679-4d4a-a25b-f71357d836b8,Portuguese,Female,1,8,1,17,0,1,23,28,5,6,0,0,0,1,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.33333333,1,7.6,2.6,0.32,Enrolled
46,3f2b61c0-10d3-433b-a720-cdec1944b1f6,Portuguese,Female,1,8,2,10,1,1,13,14,10,,1,0,0,1,0,18,0,0,6,6,,11.66666667,0,0,6,8,,13.2,0,11.1,0.6,2.02,Graduate
47,3f3e15db-3329-42d3-8c81-67f2369a3728,Portuguese,,1,8,6,12,1,1,22,14,8,8,1,0,0,1,1,22,0,0,7,8,6,13.51666667,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,Graduate
48,3f5c8ee4-4716-49e4-95f2-35f16cc34460,Portuguese,Female,1,15,1,3,0,14,1,14,10,10,0,0,0,1,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,Graduate
49,3f61f57f-fdab-4201-a9c8-c833083f382b,Portuguese,Female,1,1,1,10,1,1,22,28,10,10,0,0,0,1,1,19,0,0,6,7,5,12.33333333,0,0,6,7,6,12.83333333,0,12.7,,-1.7,Graduate
50,3fb2a0da-758f-45cb-baa3-8926c2531fc9,Portuguese,Female,1,12,1,11,1,1,13,28,10,8,0,0,0,1,1,24,0,0,6,6,6,13.66666667,0,0,6,6,6,14.16666667,0,12.4,0.5,1.79,Graduate
51,3fe87785-07ec-4cb9-a955-70884c1fb9bb,Portuguese,Female,1,1,1,12,1,1,22,28,7,7,1,0,0,1,1,19,0,0,8,10,6,11.83333333,0,,8,10,6,11.83333333,0,9.4,-0.8,-3.12,Enrolled
52,40085add-8875-44c7-8559-2c00c09ba635,Portuguese,Female,1,1,1,15,1,1,1,14,8,8,1,0,,1,1,20,0,0,6,11,4,14,0,0,6,12,3,11,0,9.4,-0.8,-3.12,Enrolled
53,403c1040-7a9c-467d-bbaf-f9239eb6fe13,Portuguese,Female,1,1,3,8,1,1,22,27,12,12,0,0,0,1,0,19,0,0,5,7,5,14.71428571,0,0,5,5,5,15.8,0,7.6,2.6,0.32,Graduate
54,40489a43-b44b-44b8-a3ec-f94da9f9c564,Portuguese,Female,1,,1,17,0,1,23,28,10,10,0,0,0,1,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11,0,9.4,,-3.12,Dropout
55,405ee5b5-eee4-49d1-899a-8ee5dc6c8ba9,Portuguese,Female,1,1,1,12,1,1,1,14,6,6,1,0,0,1,0,18,0,0,7,9,7,13.04444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Graduate
56,40842874-b77c-4ae0-b0eb-ca26bf2884e1,Portuguese,Female,2,4,1,11,1,3,1,3,5,4,0,0,0,1,0,39,0,0,6,10,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout
57,40b2ec90-39e6-4c53-8cf2-b81e6e3584aa,Portuguese,Female,1,12,1,8,1,15,3,3,3,3,1,0,0,1,0,27,0,0,6,9,5,13,0,,11,13,10,12.9,0,12.4,0.5,1.79,Dropout
58,40bebd37-429b-453c-8dfa-9eebea2017f1,Portuguese,Female,1,8,1,12,1,1,23,28,8,11,1,0,0,1,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate
59,40c9ed76-94d2-457d-9418-6f2d1bdae2d0,Portuguese,Female,1,1,3,2,1,1,23,27,5,10,1,0,0,1,0,18,0,0,,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
60,40ca2f3e-4563-4424-8a03-13b1db7e1358,Portuguese,Female,1,1,2,12,1,1,13,,10,10,0,0,0,1,0,18,0,0,7,8,6,13.13333333,0,0,8,12,7,12.22142857,0,16.2,0.3,-0.92,Graduate
61,40d1a754-219f-4c0e-a92f-6635a7538f39,Portuguese,Female,1,15,1,10,1,14,13,1,10,10,0,0,0,1,1,21,0,3,6,7,6,12,0,2,6,7,6,12,,13.9,-0.3,,Graduate
62,41751dec-8c7d-4f85-a3dd-944cf9b855d1,Portuguese,Male,1,8,3,2,1,1,1,27,5,8,1,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
63,41bfb546-66c9-46c1-b109-5e679b86f9d1,Portuguese,Male,1,8,1,5,1,1,1,1,4,5,1,0,0,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10,0,10.8,1.4,1.74,Enrolled
64,41d82e38-0845-4e64-8c11-77f0e492ce7c,Portuguese,Male,1,14,1,5,1,1,1,1,4,4,0,0,0,1,0,24,0,0,6,6,0,0,0,0,6,6,0,0,0,12.7,3.7,-1.7,Enrolled
65,420d64b7-db33-4371-9cc6-04790d18edc6,Portuguese,Male,4,13,,12,1,12,1,1,6,6,1,,0,1,0,29,0,2,,10,5,11.9,0,1,8,10,5,11,0,13.9,-0.3,0.79,Dropout
66,421f4400-60aa-4b1c-96bd-2cea9c898d1d,Portuguese,Male,1,1,3,2,1,1,13,14,6,4,1,0,0,1,1,19,0,0,,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
67,42b4c346-cd00-4bb3-8033-6926fe84ee25,Portuguese,Male,1,15,1,4,1,14,13,27,10,10,1,0,0,1,0,23,0,0,6,8,6,,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,Graduate
68,43249030-9371-46cf-9714-14150e04ad95,Portuguese,Male,1,1,3,9,1,1,1,28,8,8,0,0,1,1,0,19,0,0,5,8,5,,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout
69,434c912c-dc66-454e-87ba-321c01ac26dc,Portuguese,Male,1,12,1,11,1,1,13,27,8,11,0,0,0,1,0,26,0,0,6,7,6,12,0,0,6,8,5,10.8,,12.7,3.7,-1.7,Enrolled
70,434e3c35-ad9c-4b48-994c-f628549b56d0,Portuguese,Male,1,8,1,9,1,1,23,27,6,6,0,0,0,1,0,18,0,0,5,9,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Enrolled
71,434fe7c6-0a2d-4d49-9bf6-a095f5fbb423,Portuguese,Male,1,8,1,12,1,,22,14,9,5,0,0,0,1,0,24,0,0,7,8,,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate
72,4354a2e3-84d4-4fc8-b76e-7917ffc51a7f,Portuguese,Male,1,1,1,2,1,1,13,14,6,11,1,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
73,4383ca8a-376e-4d98-bf25-8907e1c41e37,Portuguese,Male,1,8,4,11,1,1,23,27,6,8,1,0,0,1,0,18,0,0,6,12,3,11.66666667,,0,6,12,1,12,0,12.4,0.5,1.79,Dropout
74,438b6a8c-98c3-444f-8437-1e49923185f5,Portuguese,Male,1,1,2,15,1,1,23,28,,10,1,0,0,1,0,18,0,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,Graduate
75,43cca529-3e5f-4d41-aa9b-b1a03ea8bd51,Portuguese,Male,1,8,3,9,1,1,13,14,5,8,1,0,1,1,0,18,0,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,Dropout
76,43d54614-a0a9-4ab0-a54a-a0fd76097612,Portuguese,Male,1,9,4,11,1,1,13,27,8,8,1,0,0,1,1,21,0,0,6,8,4,10.5,0,0,6,11,,11,,9.4,-0.8,,Dropout
77,43f774ba-9065-4c8d-828e-8ac5d495f853,Portuguese,Male,,8,4,15,1,1,1,14,10,9,1,0,1,1,1,19,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
78,4424f2ec-1444-4481-ae44-5923fc5e0c01,Portuguese,Male,1,8,4,12,1,1,,27,10,10,0,0,0,1,1,22,0,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,Graduate
79,4477662d-f6ef-46ba-8648-52fd0b51811a,Portuguese,Male,2,12,1,3,0,1,22,27,10,7,0,0,0,1,0,,0,0,6,8,6,12,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate
80,44c23098-70ca-4045-8b4f-f9f4bb550525,Portuguese,Male,1,1,6,16,1,1,13,14,10,10,1,0,0,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
81,44e28d56-ce95-468b-9132-e630d5390b67,Portuguese,Male,1,12,1,17,0,2,3,3,3,3,1,0,0,1,0,35,0,0,1,1,0,0,1,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
82,4516fe88-dd55-4ee3-aed6-847cb6fa7bce,Portuguese,Male,1,12,1,4,,4,3,3,5,3,0,0,1,1,0,24,0,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
83,451e82e8-adbd-498c-84cc-84e21752f6c1,Portuguese,Male,1,8,1,11,1,1,13,14,5,5,0,0,0,1,0,18,0,0,5,6,5,,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
84,45253fa3-9ee9-4f06-9de9-0209c87fea03,Portuguese,Female,2,12,1,3,0,1,22,27,10,7,1,0,0,1,0,33,0,0,6,7,6,11,0,0,6,11,5,,0,9.4,-0.8,,Graduate
85,452cf30c-f256-4e28-a4b1-7efc91102273,Portuguese,Female,1,13,1,12,1,1,22,28,10,8,,0,0,1,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
86,452ddbad-725c-41d8-8081-39720ca3b809,Portuguese,Female,1,12,1,14,1,1,1,14,5,6,0,0,0,1,1,,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
87,455f7375-e6bd-446e-98f6-15ad5ab851df,Portuguese,Male,1,8,1,5,1,1,13,28,5,1,1,0,0,1,0,20,0,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
88,45669034-f979-4ddd-9c99-d55e0809fc57,Portuguese,Male,1,1,6,9,1,1,23,27,10,10,1,0,0,1,0,23,0,0,5,6,4,14,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
89,456fbff9-e323-4994-8d8b-65a4f32b651d,Portuguese,Male,1,14,2,7,1,1,23,14,10,7,1,0,1,1,0,18,0,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,Enrolled
90,45cb5d0f-b202-42e0-be89-27c8bccc1e6b,Portuguese,Male,1,12,1,12,1,1,1,1,5,11,0,0,0,1,0,24,0,0,7,18,0,0,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
91,45f24da4-587b-4539-af91-063316aa19f9,Brazilian,Female,1,8,2,15,1,1,13,1,10,10,1,0,0,0,0,21,1,0,6,6,6,14,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
92,4617f5ef-78de-4c3c-baf5-a304a5d99225,Brazilian,Female,1,6,1,8,1,1,1,1,5,5,0,0,0,1,0,26,1,0,6,7,2,12,1,0,6,6,0,0,0,8.9,1.4,3.51,Dropout
93,46599228-ade1-4f54-8ab6-f93105f966e9,Portuguese,Female,2,12,1,16,1,8,22,24,1,1,0,0,0,1,0,39,0,0,6,12,3,12.66666667,0,0,6,14,0,0,1,7.6,2.6,0.32,Dropout
94,46b0d031-0e7d-4dfc-9007-4d2f2305d5f4,Portuguese,Female,2,12,1,3,0,1,22,14,10,10,0,0,0,1,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,Graduate
95,46d83fda-3e8d-442b-9ecd-44e8e6b44aa8,Santomean,Male,1,6,1,7,1,1,23,3,10,3,1,0,0,1,0,19,1,0,5,9,5,14,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
96,46f72561-105a-4a86-ad1f-3e214dae935c,Portuguese,Female,1,1,5,15,1,1,22,1,6,6,1,0,0,1,0,18,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
97,4703b956-0052-4df5-9be8-e9f0cc14e126,Portuguese,Female,1,1,5,12,1,1,22,27,8,8,1,0,0,1,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,Graduate
98,472b9902-5d50-41d9-b54f-47a01876f66a,Portuguese,Female,1,1,1,6,1,1,1,2,10,2,1,,0,1,0,19,0,0,5,7,5,14.2,2,0,5,7,5,,0,12.7,3.7,-1.7,Enrolled
99,47305a00-2a44-4e8a-a4a8-d5c1223294fd,Portuguese,Female,1,1,4,12,1,1,3,3,3,3,1,0,1,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
100,477c39e4-0144-4e12-ae60-867f0fd3fdce,Portuguese,Female,1,17,1,6,1,16,23,28,,10,0,0,0,1,0,21,0,7,10,,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
101,47879fb5-3495-48a1-9fe4-72771c402bd6,Portuguese,Female,1,1,4,2,1,1,1,1,10,11,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
102,4793f218-b419-4238-8b1a-68477be38951,Portuguese,Female,2,12,1,3,0,1,22,27,7,6,1,0,0,1,0,36,,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
103,4796c289-96ce-4ea9-90c8-3d3d4da5b074,Portuguese,Female,4,12,1,4,1,9,22,27,10,7,0,0,0,1,0,43,0,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,15.5,2.8,-4.06,Graduate
104,479d90a0-6a47-40b1-82aa-86b00536419e,Portuguese,Female,1,9,1,16,1,1,13,14,10,8,1,0,0,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,,Dropout
105,479ee0ff-4e93-4553-aa91-e9a1107f446d,Portuguese,Female,1,16,1,5,1,1,3,1,3,9,0,0,1,1,0,20,0,4,10,12,10,13,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02,Graduate
106,47e0bcec-b04d-4b11-ba80-a14c494fc644,Portuguese,Female,1,1,2,10,1,1,22,28,5,8,1,0,0,1,0,19,,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
107,47eda3a5-8625-4ddf-b20b-460742fcad21,Portuguese,Female,1,,1,6,1,1,1,1,5,5,1,0,0,1,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
108,48120f83-7062-4d24-8d57-23fbcf9ea954,Portuguese,Female,1,1,5,12,1,,3,4,5,4,1,0,0,1,0,20,0,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
109,4813044d-a1c9-4e5c-9aa7-97299f72c6de,Portuguese,Female,1,8,2,16,1,1,13,1,10,4,1,0,0,1,0,20,0,0,7,12,6,11.66666667,0,0,7,10,3,13,0,16.2,0.3,-0.92,Enrolled
110,4834f049-fad7-48e9-9f0f-f8d60c3dbe93,Portuguese,Female,1,1,1,10,1,1,22,27,7,8,1,0,0,,0,18,0,0,6,8,6,13.85714286,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
111,48d6687f-db51-4df1-a6e6-05818066ab94,Portuguese,Female,1,8,2,9,1,1,1,28,5,8,1,0,0,,1,18,0,0,5,9,3,13,0,0,5,11,3,11,0,8.9,1.4,3.51,Enrolled
112,48dce523-9cd7-4303-b911-e7a3885eb0f5,Portuguese,Female,1,1,1,6,1,1,13,14,10,10,1,0,0,1,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
113,48e44439-2f2e-421c-8a8c-2c5997651155,Portuguese,Female,1,1,3,15,1,1,1,28,5,8,1,0,0,1,0,18,0,0,,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,Graduate
