ID,Nacionality,Gender,Target
40c9ed76-94d2-457d-9418-6f2d1bdae2d0,Portuguese,Female,Enrolled
40ca2f3e-4563-4424-8a03-13b1db7e1358,Portuguese,Female,Graduate
40d1a754-219f-4c0e-a92f-6635a7538f39,Portuguese,Female,Graduate
41751dec-8c7d-4f85-a3dd-944cf9b855d1,Portuguese,Male,Enrolled
41bfb546-66c9-46c1-b109-5e679b86f9d1,Portuguese,Male,Enrolled
41d82e38-0845-4e64-8c11-77f0e492ce7c,Portuguese,Male,Enrolled
420d64b7-db33-4371-9cc6-04790d18edc6,Portuguese,Male,Dropout
421f4400-60aa-4b1c-96bd-2cea9c898d1d,Portuguese,Male,Graduate
42b4c346-cd00-4bb3-8033-6926fe84ee25,Portuguese,Male,Graduate
43249030-9371-46cf-9714-14150e04ad95,Portuguese,Male,Dropout
434c912c-dc66-454e-87ba-321c01ac26dc,Portuguese,Male,Enrolled
434e3c35-ad9c-4b48-994c-f628549b56d0,Portuguese,Male,Enrolled
434fe7c6-0a2d-4d49-9bf6-a095f5fbb423,Portuguese,Male,Graduate
4354a2e3-84d4-4fc8-b76e-7917ffc51a7f,Portuguese,Male,Dropout
4383ca8a-376e-4d98-bf25-8907e1c41e37,Portuguese,Male,Dropout
438b6a8c-98c3-444f-8437-1e49923185f5,Portuguese,Male,Graduate
43cca529-3e5f-4d41-aa9b-b1a03ea8bd51,Portuguese,Male,Dropout
43d54614-a0a9-4ab0-a54a-a0fd76097612,Portuguese,Male,Dropout
43f774ba-9065-4c8d-828e-8ac5d495f853,Portuguese,Male,Graduate
4424f2ec-1444-4481-ae44-5923fc5e0c01,Portuguese,Male,Graduate
4477662d-f6ef-46ba-8648-52fd0b51811a,Portuguese,Male,Graduate
44c23098-70ca-4045-8b4f-f9f4bb550525,Portuguese,Male,Dropout
44e28d56-ce95-468b-9132-e630d5390b67,Portuguese,Male,Dropout
4516fe88-dd55-4ee3-aed6-847cb6fa7bce,Portuguese,Male,Dropout
451e82e8-adbd-498c-84cc-84e21752f6c1,Portuguese,Male,Enrolled
45253fa3-9ee9-4f06-9de9-0209c87fea03,Portuguese,Female,Graduate
452cf30c-f256-4e28-a4b1-7efc91102273,Portuguese,Female,Graduate
452ddbad-725c-41d8-8081-39720ca3b809,Portuguese,Female,Graduate
455f7375-e6bd-446e-98f6-15ad5ab851df,Portuguese,Male,Graduate
45669034-f979-4ddd-9c99-d55e0809fc57,Portuguese,Male,Enrolled
456fbff9-e323-4994-8d8b-65a4f32b651d,Portuguese,Male,Enrolled
45cb5d0f-b202-42e0-be89-27c8bccc1e6b,Portuguese,Male,Dropout
45f24da4-587b-4539-af91-063316aa19f9,Brazilian,Female,Graduate
4617f5ef-78de-4c3c-baf5-a304a5d99225,Brazilian,Female,Dropout
46599228-ade1-4f54-8ab6-f93105f966e9,Portuguese,Female,Dropout
46b0d031-0e7d-4dfc-9007-4d2f2305d5f4,Portuguese,Female,Graduate
46d83fda-3e8d-442b-9ecd-44e8e6b44aa8,Santomean,Male,Enrolled
46f72561-105a-4a86-ad1f-3e214dae935c,Portuguese,Female,Graduate
4703b956-0052-4df5-9be8-e9f0cc14e126,Portuguese,Female,Graduate
472b9902-5d50-41d9-b54f-47a01876f66a,Portuguese,Female,Enrolled
47305a00-2a44-4e8a-a4a8-d5c1223294fd,Portuguese,Female,Dropout
477c39e4-0144-4e12-ae60-867f0fd3fdce,Portuguese,Female,Dropout
47879fb5-3495-48a1-9fe4-72771c402bd6,Portuguese,Female,Graduate
4793f218-b419-4238-8b1a-68477be38951,Portuguese,Female,Dropout
4796c289-96ce-4ea9-90c8-3d3d4da5b074,Portuguese,Female,Graduate
479d90a0-6a47-40b1-82aa-86b00536419e,Portuguese,Female,Dropout
479ee0ff-4e93-4553-aa91-e9a1107f446d,Portuguese,Female,Graduate
47e0bcec-b04d-4b11-ba80-a14c494fc644,Portuguese,Female,Dropout
47eda3a5-8625-4ddf-b20b-460742fcad21,Portuguese,Female,Dropout
48120f83-7062-4d24-8d57-23fbcf9ea954,Portuguese,Female,Dropout
4813044d-a1c9-4e5c-9aa7-97299f72c6de,Portuguese,Female,Enrolled
4834f049-fad7-48e9-9f0f-f8d60c3dbe93,Portuguese,Female,Graduate
48d6687f-db51-4df1-a6e6-05818066ab94,Portuguese,Female,Enrolled
48dce523-9cd7-4303-b911-e7a3885eb0f5,Portuguese,Female,Graduate
48e44439-2f2e-421c-8a8c-2c5997651155,Portuguese,Female,Graduate
49391c86-b352-4cb8-b7e8-3ae167fcdaf3,Portuguese,Female,Dropout
493c6824-e2ae-478e-9478-f797e2402ccb,Portuguese,Female,Enrolled
4954e540-2d47-4769-b033-2d638ad1a774,Portuguese,Female,Enrolled
49ae1f30-ad45-49b1-8497-b08332f60e1a,Portuguese,Female,Enrolled
49fec245-4fd9-41da-98e9-b6043eb909c0,Portuguese,Female,Graduate
4a6b41b0-47c1-41aa-bc28-b47c34234fa1,Portuguese,Female,Graduate
4a77b1c7-3f0f-47f4-9393-41cfc7ba61a6,Portuguese,Female,Dropout
4abd1fb2-f1de-48a2-a855-e9ade02f76d3,Portuguese,Female,Graduate
4ac5433d-1c8f-4a2e-84d6-c09de2c344ee,Portuguese,Female,Dropout
4acc6e46-d7f3-4df7-9d8b-a88aae1a0bc8,Portuguese,Female,Graduate
4b00d4fa-6cf0-46a3-901a-e313f7db2142,Portuguese,Female,Graduate
4b45bae1-398e-4f68-b161-792cc9968200,Portuguese,Female,Dropout
4b50e0b0-83dd-4014-9bae-5b7e953ec9d4,Portuguese,Female,Graduate
4b77c0d9-2315-40bb-8d99-98a49e99506d,Portuguese,Female,Enrolled
4b814ed2-9afc-4df0-82f9-dc8773d9ae97,Portuguese,Female,Graduate
4b9f817a-bb8d-4933-9452-89c756d43a1d,Portuguese,Female,Graduate
4c0de9c1-fe0a-45e1-a2c3-4c9667d793ee,Portuguese,Female,Dropout
4c143bd4-e343-47d9-bc8b-9aeeab84bb43,Portuguese,Female,Graduate
4c1de728-a861-4199-883d-45a0d0ae0b9b,Portuguese,Female,Graduate
4c3456ae-a68f-4d2b-982b-dd0f5afb31ce,Portuguese,Female,Dropout
4c5f226e-5c94-4ac4-9309-08a07bc35206,Portuguese,Female,Graduate
4c611416-b19b-4a0a-8054-b8037663ed76,Portuguese,Female,Dropout
4c8cc8de-53be-4613-9bea-6708420932e3,Portuguese,Female,Graduate
4c9584ed-fa90-412e-aade-5b89864d7ba0,Portuguese,Female,Graduate
4ca6a324-c728-429c-8d4a-d28fdc13b459,Portuguese,Female,Enrolled
4d05090a-875e-4bb0-8192-c2ea7bb031d1,Portuguese,Female,Graduate
4d09cadb-d42e-4a5d-a7cc-27c6c2286c10,,Female,Graduate
4d35c1f9-4601-439f-9a3b-8032eaf921fe,Portuguese,Female,Graduate
4d54c3dc-b7c4-46b4-a458-6b6d7aa06d09,Portuguese,Female,Enrolled
4da09cae-106b-4e12-881c-3fc5c41db601,Portuguese,Female,Graduate
4dc4a37e-1835-4860-ac98-6b40a29617f0,Portuguese,Female,Graduate
4e124d7f-7f68-4ed1-a9f8-daea55f9a701,Portuguese,Female,Graduate
4e1d108d-6e2b-4c2c-b9f7-83858f72807b,Portuguese,Female,Dropout
4e1d8d95-81fb-4e8d-a0e2-35bc1f3c0948,Portuguese,Female,Dropout
4e21cca0-b8f4-4e76-84d0-6719c888e279,Portuguese,Female,Graduate
4e254f91-ca07-457f-bc40-9aedc6e0114f,Portuguese,Female,Graduate
4e35c4f8-d76d-40fa-8570-43b5f1b66b2c,Portuguese,Female,Enrolled
4e4de38e-e9bd-45ef-bff2-7f7dc74c88c7,Portuguese,Female,Graduate
4e572828-5abd-462a-93d1-a2c88ecd500a,Portuguese,Female,Enrolled
4e6bdd69-ed85-43e9-8992-580cd055c142,Portuguese,Female,Graduate
4e703ca1-cb44-4ce7-96eb-20ae04b186e2,Portuguese,Female,Dropout
4e7312e1-9d19-4a97-86a3-ef248cce17ec,Portuguese,Female,Dropout
4f178ea5-ea4b-44a3-9756-bd9e28448679,Portuguese,Female,Graduate
4f1f3efe-e661-4ccc-946f-759db2ff2d45,Portuguese,Female,Graduate
4f39971a-b5a5-4e5d-a093-6710966d715b,Portuguese,Female,Graduate
4f453cce-d522-4307-ad60-ee8cb782f258,Portuguese,Female,Graduate
4fb54373-621a-4d18-bcb2-5694ba7f9ac2,Portuguese,Female,Dropout
4fbb8320-4a6a-48b2-b3cf-9789e2bfcb1a,Portuguese,Female,Graduate
50668011-ce6b-4a4d-8644-82abc0ac86f4,Portuguese,Female,Graduate
50814050-b707-4b79-b6b9-e4ba1390e8cb,Portuguese,Female,Dropout
50815944-ec17-45e4-9b51-4bf649c9bad4,Portuguese,Female,Graduate
50891f70-a510-4998-b5ba-f01be9830d3d,Portuguese,Female,Graduate
50f2707d-cf80-46d2-baaa-5ac5b3b57e5d,Portuguese,Female,Enrolled
5119f219-9917-4f4f-9e17-8614516785cd,Portuguese,Female,Graduate
511b91d7-da96-4dc6-98a5-acd40e8fe2d4,Portuguese,Female,Graduate
51335e68-6b56-474b-8494-a5a0c2a80d9f,Portuguese,Female,Dropout
51473788-ef36-43a6-a7da-637ee4ebe0c4,Portuguese,Female,Enrolled
51497705-d2d4-41a9-9a2b-7994d2ba46ed,Portuguese,Female,Graduate
5161fc79-0cfc-4562-9fa2-b441506c1c3d,Portuguese,Female,Graduate
516c3062-bb8a-4d54-9c37-6c16e42ac5de,Portuguese,Female,Graduate
517dfd58-9187-4ed4-b041-8341fb73194c,Portuguese,Female,Dropout
518bcc1f-2413-4ed2-9792-38103ab2e69c,Portuguese,Female,Enrolled
51fc563d-e836-40b7-83ab-a72ca3a143c6,Portuguese,,Graduate
52bec48a-26bf-4346-adb1-5b056c7c124b,Portuguese,Female,Dropout
52ecdbff-3892-4f2f-bd94-147eb5bfcdf2,Portuguese,Female,Dropout
5355c37b-f1d5-45d5-bdae-1c80b4662133,Portuguese,Female,Dropout
53748b34-023a-4c7c-bdbf-b90eb4589f34,Portuguese,Female,Graduate
5385e4ed-1b46-458c-9e7a-dcfb6d643581,Portuguese,Female,Enrolled
538887f3-258b-423a-974c-a2cac1c1f060,Portuguese,Female,Dropout
53aa4894-55d2-4853-ae4d-1e4ac3906a78,Portuguese,Female,Dropout
53c14f11-48d2-490f-9a93-76e2f15e203d,Portuguese,Female,Dropout
53d694dd-e3e8-4a81-ac69-8d95f5942489,Portuguese,Female,Dropout
53f39cce-6e94-40d0-abf2-c8b788737fc8,Portuguese,Female,Enrolled
5406a6a3-a4d9-4f9b-948a-9088fa69f42e,,Female,Graduate
540cc668-09c9-4144-b5ed-641f5a392b64,Portuguese,Female,Dropout
54603074-e6e1-410b-9ba0-db64eb9f2b6b,Portuguese,Female,Graduate
546eff74-76c0-4740-bcb5-6a66c3adad04,Portuguese,Female,Graduate
54b670be-e494-4b40-b5cb-a60ed1b305b2,Portuguese,Female,Enrolled
54db18e8-1c5a-4221-a14d-b04daa7953a6,Portuguese,Female,Dropout
54ed3c4c-4514-4325-aa6d-fca099c208bf,Portuguese,Female,Dropout
54f05c9c-da7a-4044-9e42-c43c34f1d818,Portuguese,Female,Graduate
551b7de0-7644-490b-be5b-b175725ce58e,Portuguese,Female,Dropout
55529f2b-5379-4352-93e2-220c34d94ba4,Portuguese,Female,Graduate
558de8cb-a281-49fa-9230-dfdedca77cab,Portuguese,Female,Dropout
55ac0472-c73e-40c8-b761-c86721b2c635,Portuguese,Female,Graduate
55d39525-eb52-4689-a025-b38071e225b1,Portuguese,Female,Enrolled
56074f4c-0356-40e5-b5af-9cfa030ecebc,Portuguese,Female,Graduate
5682ac9b-ae0e-4c4b-af4d-d7e6649afe4d,Portuguese,Female,Graduate
569681aa-1cd5-43b0-bf80-a5eadbc75228,Portuguese,Female,Graduate
57499814-d363-41a8-a89c-be0da2a9a420,Portuguese,Female,Graduate
57687e86-ad62-4d49-9d29-291eb31b8dd8,Portuguese,Female,Graduate
57781283-9df4-44de-82d4-56b7725892a5,Portuguese,Female,Graduate
57a7903b-164d-46d0-9e2a-1e17378e497a,Portuguese,Female,Graduate
57c025c2-b530-473a-b169-105be7047504,Portuguese,Female,Graduate
57c78724-9bc0-4a3f-9e7e-88277efd878d,Portuguese,Female,Graduate
583b2299-0272-44df-add7-8a093df8bbe2,Portuguese,Female,Dropout
596589f4-b521-45b5-a1b3-945bd75a0d02,Portuguese,Female,Graduate
597fe991-dc7f-49af-94f2-01793cf8031c,Portuguese,Female,Graduate
59898b57-9f37-42f3-8980-8750e05afaa4,Portuguese,Female,Graduate
59c723e2-84b7-4b71-84f8-25ae32ba1749,Portuguese,Female,Dropout
59e92af8-fdbc-41fe-a375-56c7e184188c,Portuguese,Female,Graduate
5a12fbd0-b073-4f53-a121-a831bc8980eb,Portuguese,Female,Enrolled
5a2a2992-8484-4602-bdb9-fcfeb6045c38,Portuguese,Female,Graduate
5a619393-a54d-44d7-b584-d8baf9ea475f,Portuguese,Female,Dropout
5a62950c-0be6-4edb-ba95-3d5c95c14493,Portuguese,Female,Dropout
5a98cfb3-f08c-41e8-bcbd-66f04f074c10,,Female,Dropout
5a9f614b-d4b7-4773-8ffe-8dd6b67da859,Portuguese,Female,Graduate
5ac50e7c-42fd-49b7-9285-0f80caa0bef7,Portuguese,Female,Graduate
5b25e783-bbce-4484-b734-a93b055890a8,Portuguese,Female,Dropout
5b4b7a60-939e-42af-ab6c-e513cd456b23,Portuguese,,Graduate
5b61f7be-4fd3-4673-9689-23fc2d8b5b19,Portuguese,Female,Graduate
5b6e3d6e-b823-4d02-bb00-1438cbdce9f2,Portuguese,Female,Graduate
5b6ee264-b781-497c-96b5-fdc59de521f5,Portuguese,Female,Graduate
5b90010c-1b1a-489c-974f-8d3753acc19a,Portuguese,Female,Graduate
5b95da2d-92f0-4f0e-a059-c1c074a1d6ca,Portuguese,Female,Dropout
5bd462d3-f017-4b7f-be8c-7e6ab9fcaa5c,Portuguese,Female,Graduate
5bd47205-eab0-4a8f-865b-125aa51edc2c,Portuguese,Female,Graduate
5c09314c-0f1e-4438-802e-631c093aba7a,Portuguese,Female,Dropout
5cdcba44-fa22-4fb1-a8d3-1a302356bef2,Portuguese,Female,Graduate
5ce2625b-d874-4de3-adb1-ac9d60071826,Portuguese,Female,Graduate
5cec2d9e-f91b-42e3-ad0c-bed09b2ad9b9,Portuguese,Female,Dropout
5d1e6afb-c9d9-416e-ae66-4e220707b55f,Portuguese,Female,Graduate
5d22dbd4-0512-4ac6-856d-3a152f5827e0,Portuguese,Female,Graduate
5d27ac4e-d1e0-4e3d-9f2a-60d876368e48,Portuguese,Female,Graduate
5d33ef13-df87-479c-8f53-0a39c01b289d,Portuguese,Female,Dropout
5d6bd0d5-aeb4-488a-9e23-f5bf41568b3a,Portuguese,Female,Dropout
5e20dab3-d5ae-40a6-9e31-097f57060103,Portuguese,Female,Enrolled
5e3b20cc-415c-44b5-bd3c-965ef330e7e6,Portuguese,Female,Enrolled
5e4fc152-8aad-41c8-a609-e7c168a34d1f,Portuguese,Female,Graduate
5e52345c-b9b7-418d-8be8-5b473f655363,Portuguese,Female,Dropout
5e7ff03b-29f0-4b15-bd0a-2f6ad67b8c01,Portuguese,Female,Graduate
5e9cacef-c64a-42c0-8f60-69469c3044bc,Portuguese,Female,Graduate
5efdbe15-0be4-4798-98db-e357fd429d3d,Portuguese,Female,Graduate
5f0cc2ad-61da-4a66-82b8-4b18e632616f,Portuguese,Female,Dropout
5f7f3e1c-9f3d-4756-ae58-db2bc6386753,Portuguese,Female,Graduate
5f886806-1e2f-4415-9350-a2a73d97ef21,Portuguese,Female,Graduate
5fc1c1cb-6ac2-43c9-9a51-7f99922463d4,,,
5fea25a9-a9a5-4777-a609-5772252948e2,Portuguese,Female,Dropout
5fec8ada-c05d-4abb-847b-720193755028,Portuguese,Female,Graduate
600694e2-048e-421c-a500-140a7464b2d9,Portuguese,Female,Enrolled
6020ab94-2fa7-4900-9ae3-d8ea6d3995e0,Portuguese,Female,Graduate
6041c9ce-f3c9-402f-b88f-ae3914024396,Portuguese,Female,Dropout
60899bc5-adae-4a23-bd64-1276d7bf6982,Portuguese,Female,Graduate
6090761f-44bb-4a6b-8682-c545b1710435,Portuguese,Female,Enrolled
6095297d-b7e0-438b-aec3-d4ec3e2b8231,Portuguese,Female,Graduate
60caaa7b-45de-48bb-bf17-eca64931ebb1,Portuguese,Female,Dropout
60f4dad8-a601-47ff-9e8b-71987999f1b3,Portuguese,Female,Graduate
60fb6f36-d65e-4953-860f-78602ed35b66,Portuguese,Female,Dropout
614cbece-2144-4261-91a5-342a2fc8095d,Portuguese,Female,Dropout
616b8b32-90fd-4543-9130-c0e7bed74330,Portuguese,Female,Graduate
61b5f79e-bac8-49cd-9908-b8dfdb5f67d2,Portuguese,Female,Graduate
61fc55f3-42b8-40dd-8243-e0ac73fce338,Portuguese,Female,Graduate
623bc5e7-10e8-4d9f-8818-c42fd44ff6b2,Portuguese,Female,Graduate
62892030-f1be-4ed6-a21f-2148f9056f3e,Portuguese,Female,Graduate
628c0e8a-f299-4eb5-84c8-189222c23a63,Portuguese,Female,Graduate
62febf65-8610-4951-b0f4-7ac7a46bb462,Portuguese,Female,Graduate
631bfe8f-c4ee-4ca0-96ec-1c023072c882,Portuguese,Female,Graduate
631ea27e-f159-410a-9ce0-8c80e70a7ddb,Portuguese,Female,Dropout
6333102e-5e94-49e1-82d4-74b0310cd8c6,Portuguese,Female,Graduate
63908c9c-bdf1-4692-b503-276df6966c9a,Portuguese,Female,Graduate
63a4d26a-2a85-4789-a22c-9ffecb1562af,Portuguese,Female,Graduate
63dbe0c2-7d6e-4643-8f79-ae8b315dede6,Portuguese,Female,Graduate
63dceff4-9613-4bd1-bc49-da1d3f5369cc,Portuguese,Female,Dropout
63f8ed83-cc50-49be-bbf3-7018a96ff581,Portuguese,Female,Dropout
6412bd65-8047-4ae3-a7f0-e4676c754df6,Portuguese,Female,Enrolled
6413b8aa-0809-4d93-a523-b1ffcec33ef9,Portuguese,Female,Graduate
64660579-4c7b-48b7-a129-5adf69c061e2,Portuguese,Female,Graduate
648854b7-318a-4627-bbfc-a2186801beeb,Portuguese,Female,Graduate
648f7dfb-fc90-4561-87b7-1e251d2624fd,Portuguese,Female,Graduate
649f07a5-7521-46d6-848b-04b493d07e5d,Portuguese,Female,Graduate
64aaf4d3-2e02-4c05-b5bc-c74753a3f25e,Portuguese,Female,Graduate
64fe870f-e2f4-42c2-aebb-ea374046a85b,Portuguese,Female,Graduate
65060d13-12d0-46c0-853f-05dab572eaa3,Portuguese,Female,Enrolled
6535a631-f51a-402f-a2eb-9d7bbd3581bd,Portuguese,Female,Graduate
6551efab-d935-4d2a-8883-8a66e2488817,Portuguese,Female,Graduate
65600faa-601c-4aea-87ff-d86071f0e5c1,Portuguese,Female,Graduate
65ab3f57-81fa-4233-9235-5a652c9cb9b4,Portuguese,Female,Graduate
65b4495e-cf75-440d-8c1b-e76c780771db,Portuguese,Female,Graduate
65c25d1b-96fb-4750-91fd-6d1ec920d931,Portuguese,Female,Enrolled
65d016c3-dc91-40a7-8241-822797cdc966,Portuguese,Female,Graduate
65d1fb62-676f-43ef-851e-54c10391ef59,Portuguese,Female,Dropout
65d7a8c9-aea6-4287-9c46-cad56b51e4b2,Portuguese,Female,Graduate
662347d6-3f70-4ac0-a28e-5b5e269bcf6a,Portuguese,Female,Graduate
663831c8-4cb9-45e2-93a7-f09260b5e76a,Portuguese,Female,Graduate
663cfcd6-58a8-4d2d-9683-afd5a70454ce,Portuguese,Female,Graduate
664d81ff-7269-4db1-b78a-d6a362ce0c2c,Portuguese,Female,Graduate
6698d0ec-90b5-4d7b-a3a2-99ef8f2d2742,Portuguese,Female,Graduate
66bafa05-a6e9-4a1e-8678-6f10fe8c7d23,Portuguese,Female,Graduate
66c45284-9e08-4ca7-bdf8-946aaf843415,Portuguese,Female,Graduate
66e0db0e-bd80-4b28-a27d-a0d8a220c7e8,Portuguese,Female,Dropout
66f05902-0490-4d59-9172-014742be16e1,Portuguese,Female,Dropout
67270c58-917d-40d9-b15f-10bd38708b90,Portuguese,Female,Enrolled
675e31e3-e35f-4d15-9fab-df79eb98f98e,Portuguese,Female,Graduate
678805b5-d4f5-4023-9824-f702122c4cd4,Portuguese,Female,Dropout
67d5cd98-3c49-4e19-8423-5d44f3b12d26,Portuguese,Female,Graduate
67d7dbf3-ca65-47b1-bf95-1d3cc6a25134,Portuguese,Female,Dropout
67dd6439-b1dc-4ddd-b3aa-195ab179f13f,Portuguese,Female,Graduate
686cfab9-abbb-4d79-86e4-b6aa502182d3,Portuguese,Female,Dropout
68797e96-d814-4d5b-a0b6-1432779e8ca5,Portuguese,Female,Graduate
68a75173-cf54-4f46-b777-3e5bba932ced,Portuguese,Female,Graduate
68e04495-a457-45a7-b099-041ab1015f51,Portuguese,Female,Dropout
6901f1c7-8363-4b3d-8f98-588768cc44e6,Portuguese,Female,Graduate
692a809d-b1fb-4b7c-9c66-c2aa19377c25,Portuguese,Female,Graduate
695d5074-2ffd-49a0-9498-25b2b94683e3,Portuguese,Female,Graduate
6a0a3891-d129-4331-bcf7-4759a65417bf,Portuguese,Female,Graduate
6a2f4d9f-3280-4335-91fe-04a4fc155979,Portuguese,Female,Enrolled
6a6de6af-f24e-4f70-948c-9899608464cc,Portuguese,Female,Dropout
6a7fc54f-9cd5-4376-9cae-6e09b590deb1,Portuguese,Female,Graduate
6b1d8ec3-b224-4646-8d03-dc99b45c50d8,Portuguese,Female,Graduate
6b5d441a-1aef-45d8-8f62-031746c465a6,Portuguese,Female,Graduate
6b68287e-d908-4cd4-976f-8f2a760e8288,Portuguese,Female,Enrolled
6b6ce0ff-b4c9-4443-9db2-d855efdc27ad,Portuguese,Female,Graduate
6b6da7d0-bb64-4917-b476-ed9628af7716,Portuguese,Female,Graduate
6b983c14-91e6-4f9a-9296-8af735bcbed6,Portuguese,Female,Graduate
6be7f606-ed05-4276-8762-10df47a1af30,Portuguese,Female,Enrolled
6bf2254e-9537-4715-8d53-c04934eb878d,Portuguese,Female,Enrolled
6c0a8efa-442e-4843-97c5-82d29342e146,Portuguese,Female,Enrolled
6c1788de-7eb9-496e-9342-92b070bbd3a4,Portuguese,Female,Dropout
6c327f6a-8879-45cb-8648-f65e03b8186d,Portuguese,Female,Graduate
6c393573-efac-4dcd-8ad2-9c8baef76b1d,Portuguese,Female,Graduate
6c69e308-a6e5-4d6b-a02a-d7dc4649620c,Portuguese,Female,Graduate
6c6ccf9d-d243-45f3-b7cc-e80229f6d601,Portuguese,Female,Graduate
6c722dca-74d1-416d-849c-ed396cc64d17,Portuguese,Female,Graduate
6c92f9b0-01aa-436f-aa50-545363f94ac5,Portuguese,Female,Graduate
6cbd92c2-43cf-4bc4-a70b-0ea3d6675191,Portuguese,Female,Graduate
